Pergunta1;Pergunta2;Pergunta3;Pergunta4;Pergunta5;Pergunta6;Pergunta7;Pergunta8;Pergunta9;Pergunta10;Pergunta11;Pergunta12;Material
52;56;59;61;65;69;75;80;82;85;90;95;4
50;53;59;62;65;72;75;78;82;85;90;96;4
50;55;60;63;67;70;74;80;82;85;89;94;5
49;54;59;64;66;72;76;78;84;87;89;94;4
51;53;58;62;65;71;76;78;84;85;89;96;6
52;55;60;62;65;69;73;77;84;87;92;94;5
51;54;60;64;65;69;73;79;83;88;89;96;4
51;53;57;63;66;69;74;80;83;87;91;94;5
50;55;59;63;67;69;75;79;81;85;89;94;4
50;54;59;62;65;72;74;77;83;88;90;96;4
50;54;59;61;66;69;75;77;84;87;91;94;4
52;53;57;61;68;72;76;78;84;87;89;94;6
50;55;60;64;68;70;76;78;82;87;91;95;4
50;56;59;61;68;72;73;77;83;85;90;93;4
51;56;58;64;68;72;75;79;81;88;90;95;4
49;55;57;62;65;72;74;78;84;87;90;94;6
50;53;60;63;66;70;75;78;82;85;89;96;6
52;54;58;64;65;71;73;78;81;87;91;94;4
50;55;60;61;68;72;76;77;84;88;91;94;4
52;55;59;62;67;69;73;78;84;86;89;93;5
50;54;58;61;67;70;76;79;81;85;92;96;4
49;53;59;63;67;69;74;80;82;87;89;94;5
52;53;58;63;67;72;76;78;81;88;89;95;6
49;55;57;62;68;70;73;79;83;86;92;94;5
50;56;59;64;65;69;74;80;82;85;91;95;4
50;54;59;63;68;72;75;78;81;87;91;96;4
50;54;58;63;66;69;75;80;83;87;91;94;4
50;55;59;61;68;70;74;79;83;85;89;94;4
49;53;57;64;66;70;74;80;83;86;90;95;5
51;53;60;62;65;71;76;80;84;88;89;94;5
50;54;60;62;66;70;75;79;84;86;90;93;6
49;55;58;64;66;71;74;77;84;85;92;95;6
50;56;60;61;68;70;76;79;81;86;91;93;4
50;55;59;63;67;72;74;78;82;87;89;93;4
50;53;60;61;67;71;76;77;83;88;89;95;4
51;53;58;64;65;71;76;78;81;86;89;96;4
52;54;60;63;67;72;73;79;81;85;92;95;5
50;56;60;62;67;69;75;79;81;86;91;95;5
49;56;57;61;67;72;75;80;83;85;89;95;4
50;55;58;62;67;70;73;80;83;86;89;94;5
51;55;58;61;67;71;74;78;83;88;89;96;4
52;53;59;61;68;70;76;78;81;87;91;94;4
50;53;60;64;66;71;74;78;83;88;92;94;4
50;53;60;63;67;71;74;80;82;87;90;93;5
50;56;59;61;66;70;73;77;82;88;90;94;4
49;53;60;61;68;70;76;78;82;88;90;95;6
50;54;59;64;65;69;76;77;83;88;91;95;4
49;55;57;64;65;71;73;79;83;87;89;94;4
51;53;59;62;67;70;74;77;84;88;89;94;5
51;53;57;64;65;70;75;78;83;87;89;94;4
52;56;59;61;66;70;76;78;84;85;91;93;4
50;55;57;61;66;69;74;79;83;86;92;95;4
52;55;59;62;66;71;76;80;83;85;92;93;4
49;53;59;61;65;71;75;79;82;88;89;93;4
49;53;57;63;67;69;75;78;84;88;91;94;5
49;54;59;63;68;70;73;79;84;88;92;95;5
51;56;57;63;65;71;73;78;83;87;89;94;4
52;54;59;63;66;72;74;78;84;88;89;93;6
52;53;58;63;67;69;73;80;84;85;91;93;5
49;55;58;61;66;71;73;80;83;86;89;93;5
50;56;58;63;68;69;74;77;81;88;92;96;4
50;55;58;63;66;72;76;77;81;86;90;93;6
51;54;57;61;66;71;76;78;84;85;89;95;4
51;53;57;61;67;70;74;80;82;86;92;96;5
51;55;60;61;68;72;76;79;83;87;89;94;4
51;54;58;63;65;72;76;77;81;88;92;94;4
50;53;60;64;65;72;76;78;84;86;91;93;4
49;53;57;64;67;72;75;78;83;87;89;94;4
49;56;60;63;68;72;76;80;82;85;92;96;4
51;56;57;63;67;72;74;77;81;86;90;93;4
52;55;59;62;68;71;73;80;84;87;89;96;5
49;54;57;61;67;70;74;79;83;87;89;94;5
51;54;58;62;66;69;75;79;84;86;89;93;6
50;56;57;63;65;72;73;78;84;88;89;93;4
52;56;57;61;65;71;74;79;83;85;91;94;4
51;53;57;62;66;72;76;80;82;86;92;95;4
50;54;59;61;65;72;74;77;84;88;91;93;4
51;54;60;64;66;69;74;77;82;85;90;95;4
50;53;60;62;68;71;74;79;84;86;92;94;5
50;56;60;63;66;72;74;77;81;86;90;94;4
49;54;57;62;66;71;75;78;82;85;89;93;6
50;56;57;62;67;69;75;78;84;85;89;94;4
49;56;60;62;68;71;74;80;83;86;90;93;5
52;53;59;62;65;72;76;78;83;88;90;95;6
50;56;58;61;66;71;76;79;84;88;92;95;4
50;54;59;64;66;72;76;79;82;86;90;95;4
49;54;58;63;68;70;74;80;83;87;91;94;5
50;54;58;62;66;72;76;79;83;86;91;95;4
50;54;58;61;66;71;75;79;84;85;92;93;4
50;56;58;64;65;71;74;78;83;87;89;95;4
49;55;60;61;67;69;73;77;84;87;92;93;5
51;53;59;61;68;69;74;80;82;85;92;93;4
49;56;58;64;65;71;74;80;82;86;89;95;5
49;54;59;61;68;72;74;78;81;87;91;95;4
51;53;59;63;67;69;73;78;83;85;90;96;5
49;54;60;62;68;72;75;79;81;85;90;93;6
52;55;58;63;65;70;75;79;83;86;91;94;5
51;53;60;64;66;72;73;77;84;88;91;93;4
51;56;57;61;65;72;74;79;83;86;90;96;4
49;53;57;63;65;72;73;78;82;87;91;95;6
52;54;59;63;67;70;73;78;82;86;92;93;5
52;55;57;61;65;72;75;79;82;86;89;93;4
49;55;58;64;67;72;73;78;83;86;90;96;4
52;53;58;61;65;72;73;80;84;85;91;95;6
52;54;58;64;65;72;73;78;83;88;90;94;4
49;53;57;62;68;70;73;79;82;85;90;93;5
49;56;59;63;66;69;74;77;83;88;92;95;4
50;55;58;61;65;72;75;80;82;87;90;96;4
52;56;58;63;65;71;74;77;81;86;92;95;5
49;54;58;61;65;70;76;78;82;86;91;96;4
51;53;60;61;68;70;73;79;82;85;92;95;5
49;55;58;61;68;71;73;80;82;87;92;95;5
52;56;59;63;65;71;73;78;81;87;90;94;6
49;56;59;63;66;70;74;80;81;88;92;94;5
49;56;58;63;68;72;76;77;81;86;90;96;6
51;55;59;63;66;72;73;78;83;85;92;94;4
51;56;59;64;67;69;73;77;81;87;90;95;4
51;54;58;64;67;69;74;78;84;85;89;94;4
49;53;57;64;66;70;73;79;81;88;89;93;5
49;55;57;61;67;71;74;78;84;88;90;93;4
52;54;60;64;67;69;75;78;81;88;91;95;4
50;53;59;64;68;70;73;77;82;87;90;94;4
50;55;60;61;68;69;73;79;83;86;92;95;4
49;54;60;61;68;70;76;79;81;85;91;93;6
50;55;60;63;68;70;76;79;82;86;92;95;4
50;55;60;64;67;70;74;77;84;86;90;94;4
50;54;60;64;65;70;76;77;83;87;89;96;4
49;55;60;61;67;71;73;78;84;85;90;93;6
52;55;57;64;68;72;75;79;83;85;90;94;4
50;56;60;64;65;69;75;79;82;88;92;94;4
51;55;59;62;66;70;73;77;83;88;89;94;4
51;56;58;64;65;72;73;77;83;85;91;95;4
51;53;59;63;65;69;74;78;82;86;89;94;4
49;54;58;63;68;70;73;80;84;88;92;93;5
49;56;60;64;67;69;76;77;84;86;90;94;4
51;53;57;62;68;71;75;78;83;85;90;94;4
50;56;57;63;65;69;74;79;83;87;89;94;4
49;56;60;64;65;71;76;78;84;86;91;96;4
49;56;60;63;66;70;73;77;83;85;90;94;5
51;54;60;64;67;70;73;77;82;86;91;93;4
49;54;59;64;66;72;76;78;82;86;92;93;4
50;53;59;62;65;72;73;77;81;85;92;95;6
51;54;60;62;65;70;74;78;83;86;90;93;4
50;55;60;61;68;71;76;79;82;86;90;95;4
52;56;59;63;66;71;76;79;82;87;89;94;4
52;53;60;64;66;71;76;79;82;87;91;95;5
50;54;60;64;67;70;73;80;82;86;89;96;5
49;55;58;61;67;69;74;79;81;86;92;93;5
49;53;57;61;68;72;76;80;83;86;92;94;4
49;53;59;64;65;71;73;77;83;87;91;94;4
52;55;59;62;67;72;75;79;83;87;89;96;4
50;56;58;63;66;72;73;80;81;85;89;94;6
50;56;60;62;65;69;74;80;81;87;90;96;5
51;55;60;64;67;70;75;78;82;86;92;93;4
51;55;60;62;67;71;74;80;83;85;91;93;5
49;55;58;61;68;71;73;77;81;86;91;95;4
52;56;60;62;67;72;74;79;82;87;90;94;5
51;53;59;63;65;72;74;80;84;85;89;96;6
51;56;59;64;68;69;73;80;82;88;92;94;4
50;53;59;61;65;71;75;77;83;87;90;93;4
49;54;57;62;65;69;75;79;82;87;92;96;4
49;54;58;63;65;69;74;78;81;85;89;93;6
50;53;58;63;66;70;73;77;84;86;89;94;5
52;53;60;64;68;70;73;80;81;87;90;96;5
52;56;60;62;65;71;73;78;84;88;89;94;5
51;55;57;61;65;69;73;77;84;85;91;94;4
51;54;60;63;65;70;76;79;84;88;91;93;4
50;56;60;61;66;69;76;77;84;86;91;93;4
49;55;57;61;68;71;76;78;84;87;89;94;4
52;53;59;64;66;69;74;78;84;87;89;93;6
52;56;58;61;68;71;75;80;81;87;91;95;6
50;55;60;61;68;72;75;78;82;88;91;96;4
51;54;57;62;65;71;73;77;83;85;89;94;4
49;53;59;61;66;70;76;79;83;88;89;94;4
51;54;57;63;68;72;76;77;82;86;89;95;4
49;55;58;62;67;69;76;80;83;86;90;96;5
50;55;59;62;68;69;76;79;84;88;92;96;4
52;56;57;63;67;70;73;77;81;87;92;94;5
50;56;59;63;66;71;73;79;82;86;90;93;4
52;54;58;64;68;69;74;79;81;85;90;95;6
51;55;59;61;67;72;74;79;84;86;91;93;4
50;54;59;63;67;70;76;80;84;85;91;94;4
49;53;57;61;65;72;73;77;84;87;89;96;6
51;54;58;64;65;72;75;80;84;87;91;93;4
50;55;57;61;65;69;74;80;83;85;89;96;4
52;55;60;63;66;69;76;79;84;86;92;96;5
50;53;57;63;66;72;73;78;84;86;92;96;4
52;53;59;64;65;71;73;79;82;85;91;93;5
49;53;60;61;65;71;74;78;84;88;90;96;5
52;54;60;61;68;69;74;77;84;86;89;96;4
51;54;58;62;67;70;76;78;82;86;89;95;4
50;53;59;64;66;70;73;77;83;85;89;94;4
50;54;60;63;68;70;76;77;82;85;90;94;4
51;55;58;61;66;72;73;80;82;85;91;94;4
52;54;57;61;66;70;76;77;83;86;92;93;4
51;54;60;62;66;70;75;79;84;87;92;93;6
49;56;57;62;66;71;73;77;81;87;89;94;6
52;53;59;62;67;69;74;79;82;87;91;93;5
50;56;57;64;68;72;73;78;84;85;90;95;4
52;56;60;64;65;72;76;79;82;85;90;95;6
49;54;59;63;67;71;75;78;84;87;90;93;6
49;55;57;61;68;69;74;79;82;85;91;93;4
49;53;59;62;67;70;73;77;81;85;92;95;5
51;55;60;61;67;70;76;77;83;87;90;93;4
52;53;58;61;68;70;74;77;81;85;89;93;6
52;53;60;63;67;72;75;78;81;87;89;94;6
49;56;59;64;67;72;74;79;81;85;89;93;6
50;54;58;64;68;71;73;78;82;86;89;93;4
49;54;60;62;66;70;73;78;84;85;92;94;5
49;55;60;61;68;70;76;77;82;87;91;93;4
51;53;58;64;68;70;75;80;84;85;89;93;6
50;54;59;63;67;72;75;78;82;86;90;94;4
52;53;59;62;67;69;73;79;84;88;92;95;5
50;53;60;61;65;71;73;78;82;86;91;96;4
50;55;59;61;66;69;75;79;84;88;90;94;4
52;56;58;63;67;72;76;80;82;88;91;96;5
52;56;60;63;68;72;75;77;81;88;90;93;6
51;56;60;62;65;70;76;78;81;85;91;95;6
52;54;59;63;65;69;76;78;83;86;92;94;4
51;55;58;62;68;70;76;77;82;88;92;95;4
51;53;59;63;65;69;74;78;82;87;90;94;4
49;54;59;64;68;69;74;77;82;88;89;96;4
52;53;59;62;65;69;74;80;81;86;90;95;5
49;54;59;63;66;69;73;77;81;87;92;94;4
51;54;58;61;68;70;75;78;84;85;90;93;6
51;53;59;62;67;72;74;77;83;85;89;93;6
52;53;59;62;65;70;74;77;83;88;90;96;5
52;56;60;61;65;72;75;80;83;86;91;95;4
52;53;59;61;68;71;73;79;83;88;91;94;5
52;55;58;64;68;71;76;77;83;87;91;95;4
50;53;60;61;65;69;74;77;84;85;89;95;6
49;54;59;61;66;69;75;78;84;86;89;93;4
50;55;58;63;66;69;76;79;81;88;89;95;6
49;55;59;64;65;69;73;79;83;86;90;96;4
49;54;59;61;68;70;73;79;82;85;90;96;4
49;54;57;64;67;70;73;78;83;88;90;95;4
52;56;57;62;66;70;75;79;83;86;91;94;4
50;55;59;61;68;69;73;80;82;88;89;95;4
49;55;58;63;67;71;75;79;83;87;91;94;5
50;54;57;61;68;70;74;79;81;88;92;93;4
52;56;59;61;65;71;76;77;81;85;91;94;4
52;55;59;64;68;71;74;79;82;85;92;93;4
49;56;57;62;66;71;73;79;81;86;92;93;5
49;54;57;64;68;71;74;80;81;87;90;94;4
50;56;58;62;65;72;75;80;83;85;91;94;4
52;55;58;62;65;70;74;78;82;85;91;96;5
52;54;60;61;67;69;75;80;84;88;89;96;5
50;53;59;64;66;69;76;78;84;86;91;95;4
49;53;60;61;68;72;73;80;83;88;89;95;5
52;55;58;62;66;69;74;79;82;86;92;94;5
50;56;58;64;66;69;75;77;81;86;90;93;4
52;53;60;61;68;72;74;80;82;87;91;95;5
50;55;59;62;68;71;74;77;81;86;92;95;4
52;55;59;63;68;70;74;79;83;88;89;96;5
52;53;57;63;68;72;76;77;84;88;92;96;4
50;54;57;63;66;72;75;80;83;88;90;93;4
50;56;57;63;65;72;73;77;82;87;90;94;4
49;54;58;63;66;72;74;80;84;85;91;96;5
49;53;59;63;68;71;74;77;84;87;92;96;5
50;54;57;61;66;72;74;77;84;85;92;93;4
49;55;60;63;67;71;74;77;84;87;89;95;6
52;55;57;64;65;69;75;80;82;87;89;93;4
50;55;58;64;65;70;76;79;82;86;92;94;4
52;56;58;62;66;71;76;79;83;88;91;95;5
50;56;60;63;67;72;76;78;81;86;91;95;4
52;53;60;64;66;70;75;80;84;87;91;96;5
50;53;57;64;65;70;76;79;81;88;92;94;4
50;55;58;62;67;70;73;78;81;87;90;94;5
51;54;60;64;67;70;73;78;81;88;89;96;4
50;56;59;61;65;71;76;77;82;85;91;95;4
50;56;59;61;67;70;75;78;81;88;91;94;4
50;55;59;62;68;71;73;79;84;85;89;96;4
49;56;59;64;68;72;73;79;84;85;92;93;4
49;56;59;63;68;70;74;78;83;86;91;94;4
50;56;57;63;68;70;74;80;84;86;90;93;4
49;56;58;63;68;70;74;78;81;85;91;96;5
50;53;58;61;66;69;75;78;82;87;90;94;4
51;54;60;64;67;71;74;78;83;87;90;95;4
52;56;58;63;65;69;73;80;81;86;89;96;5
51;55;57;63;68;70;74;80;83;88;90;96;4
52;55;57;63;67;70;75;78;84;88;89;96;4
50;56;57;63;66;72;76;78;82;86;91;95;4
51;55;59;61;67;69;74;78;82;86;89;95;4
51;54;57;62;65;69;75;77;82;85;89;93;4
52;55;58;61;65;69;75;79;81;88;89;95;6
51;56;57;63;66;71;73;77;84;85;89;96;4
52;56;57;64;67;71;73;80;81;88;92;95;5
50;54;60;64;67;69;73;79;84;87;90;93;5
51;54;59;64;67;69;75;80;81;85;92;96;4
49;55;60;63;66;72;74;80;82;86;91;93;5
52;55;58;61;68;70;74;78;84;86;91;93;4
51;54;57;63;65;69;73;77;83;85;91;93;4
51;55;57;61;68;72;74;80;83;86;89;96;4
50;54;57;64;67;72;74;79;82;87;89;94;4
50;55;60;64;65;72;75;78;84;87;90;93;6
51;56;58;62;67;69;75;77;83;86;92;94;4
49;53;58;62;66;71;76;77;82;86;92;96;5
52;54;58;64;67;72;76;80;84;85;92;96;4
52;55;57;63;68;69;73;78;84;86;90;95;6
52;56;58;63;68;70;75;80;82;87;92;93;5
50;55;59;63;67;69;76;79;81;85;90;96;4
49;53;60;62;67;70;76;79;83;87;90;93;5
51;55;57;63;67;71;76;77;81;88;90;95;4
49;55;60;62;66;69;76;78;81;86;91;96;4
49;54;59;62;68;70;73;80;82;86;89;94;5
51;53;59;62;66;70;76;79;81;86;91;96;4
52;53;59;61;67;72;73;80;81;87;90;96;5
49;55;58;61;67;69;76;80;82;87;91;96;5
52;53;57;61;65;69;75;79;83;85;91;93;4
49;54;58;62;68;71;74;80;83;86;92;96;5
50;55;59;61;66;70;74;77;81;85;91;96;4
52;54;60;63;68;69;73;78;84;86;91;94;5
51;55;58;64;67;69;74;77;82;88;89;96;4
50;53;59;63;65;69;74;80;84;87;90;95;6
52;56;58;63;68;70;74;79;84;86;91;94;5
52;55;59;64;65;71;73;78;82;87;91;94;4
50;55;60;63;67;72;76;79;81;85;91;93;6
52;56;60;62;68;69;73;77;84;88;91;96;5
49;56;59;61;67;71;76;79;82;87;89;93;4
49;55;59;63;68;70;73;80;82;88;90;94;5
49;56;59;64;65;70;74;77;84;86;91;94;4
51;56;60;61;65;71;73;79;82;88;92;94;4
51;56;59;62;65;72;74;77;82;88;92;95;4
49;53;59;64;66;69;73;80;82;88;90;93;5
49;54;57;61;66;70;73;77;81;87;92;94;4
49;53;57;61;67;70;74;77;83;85;92;96;5
51;55;57;61;65;70;73;80;81;88;92;95;4
52;54;60;61;66;71;76;78;81;87;92;96;4
50;56;58;62;67;70;74;80;81;88;90;94;5
50;55;58;64;67;71;75;77;84;87;92;94;4
51;54;57;61;65;71;73;78;84;87;92;95;4
52;56;59;63;67;71;73;79;81;88;89;96;5
50;53;58;63;67;71;74;79;82;87;89;95;5
49;55;59;64;67;71;75;78;84;88;90;94;4
50;55;58;64;66;70;73;80;82;88;92;95;4
51;55;60;64;65;69;75;80;81;87;90;95;6
50;54;57;64;65;72;76;78;82;85;92;95;4
49;54;57;61;68;69;74;78;82;85;92;94;4
49;53;59;61;65;69;76;80;81;86;91;93;4
49;56;60;64;68;70;75;80;82;86;92;95;4
52;55;60;62;67;71;74;79;81;85;90;96;5
51;56;59;62;68;69;75;80;83;86;89;95;4
50;56;60;64;67;72;73;77;81;85;89;93;6
50;54;60;64;68;72;74;78;82;86;92;93;4
52;55;60;63;67;70;73;80;81;85;91;96;5
49;56;59;61;68;70;76;79;83;86;92;93;4
51;55;58;61;68;72;74;77;84;87;92;94;4
52;54;59;64;67;70;76;78;84;87;90;95;6
50;54;58;62;65;70;73;77;81;86;89;93;6
50;56;57;63;68;71;74;77;81;85;92;95;4
49;56;58;64;66;71;75;78;82;86;90;93;4
49;54;57;61;66;71;76;79;82;85;91;93;4
50;56;58;64;66;70;76;78;81;87;91;96;4
50;54;58;64;66;69;76;78;82;87;89;96;4
50;55;60;61;68;71;73;79;81;85;89;96;4
51;54;59;61;67;70;75;77;83;87;92;94;4
50;53;60;61;68;70;74;80;81;85;92;96;5
51;54;58;64;66;70;75;77;83;86;89;96;4
50;56;60;61;66;69;74;80;82;88;91;96;4
51;53;59;61;68;70;76;77;83;86;91;94;4
52;56;57;61;66;70;76;80;84;85;91;96;4
52;55;58;64;68;71;75;78;83;85;90;96;4
49;56;59;61;65;70;75;79;82;85;92;94;4
51;54;60;63;68;71;73;79;82;88;89;95;5
50;53;59;61;65;71;76;79;81;88;89;95;4
51;56;59;62;66;72;75;78;82;88;89;96;4
52;55;57;61;66;71;76;80;84;87;89;93;6
50;53;57;63;66;71;74;77;83;87;90;93;6
49;55;59;64;68;69;74;79;84;87;89;96;4
52;53;59;61;67;71;75;78;83;86;89;96;4
52;53;60;61;65;72;75;78;84;88;92;96;4
51;53;60;61;67;72;73;78;83;86;92;94;4
49;53;60;62;67;70;76;77;84;88;92;96;5
50;53;58;61;66;69;74;78;82;85;90;96;4
49;54;58;62;67;71;75;77;82;86;91;94;5
50;55;60;62;66;69;75;80;81;86;91;93;4
52;53;59;62;65;71;74;80;82;86;89;94;5
51;53;60;64;65;71;74;80;81;87;89;93;6
51;54;59;64;66;72;75;77;81;85;92;93;4
49;56;57;63;68;71;76;78;81;85;91;95;6
50;54;59;61;67;71;76;79;83;85;91;95;4
49;56;60;63;65;70;76;80;83;88;92;94;5
50;56;59;63;67;70;75;79;81;88;91;94;4
51;54;58;64;66;71;76;78;83;86;90;94;4
49;53;60;62;67;69;76;78;83;85;89;94;5
52;56;58;63;67;69;76;78;81;88;92;95;5
51;55;58;64;68;70;76;79;82;87;91;96;4
51;55;59;63;65;71;74;79;84;85;91;93;4
49;53;58;61;65;72;74;78;83;87;92;95;6
52;56;60;61;66;72;74;79;82;88;89;95;4
50;53;58;61;67;70;75;80;83;87;89;95;5
50;56;60;64;65;70;75;77;82;86;89;95;4
52;54;60;63;67;72;73;78;83;88;92;93;5
50;54;59;61;65;72;74;79;82;86;89;93;4
